height,name,truncated,xmin,ymin,xmax,ymax,image,width
854,Jugs,0,336,233,367,258,0019,480
854,Jugs,0,349,325,380,348,0019,480
854,Pockets,0,10,7,92,111,0019,480
854,Sloper,0,13,174,49,227,0019,480
854,Sloper,0,13,217,85,286,0019,480
854,Crimps,0,39,337,48,347,0019,480
854,Sloper,0,2,437,37,485,0019,480
854,Jugs,0,169,28,200,60,0019,480
854,Jugs,0,211,185,232,207,0019,480
854,Sloper,0,346,62,389,112,0019,480
854,Jugs,0,388,97,424,127,0019,480
854,Pinches,0,153,353,180,425,0019,480
854,Pockets,0,179,509,215,540,0019,480
854,Sloper,0,217,434,272,480,0019,480
854,Crimps,0,214,480,232,492,0019,480
854,Sloper,0,280,572,312,610,0019,480
854,Sloper,0,204,624,247,671,0019,480
854,Sloper,0,166,650,197,680,0019,480
854,Sloper,0,173,621,193,638,0019,480
854,Crimps,0,298,286,313,303,0019,480
854,Crimps,0,73,400,101,419,0019,480
854,Crimps,0,87,420,117,444,0019,480
854,Crimps,0,109,434,139,453,0019,480
854,Crimps,0,116,395,146,422,0019,480
854,Crimps,0,118,373,134,391,0019,480
854,Sloper,0,107,325,139,359,0019,480
854,Sloper,0,119,294,140,317,0019,480
854,Sloper,0,277,330,302,355,0019,480
854,Pinches,0,299,329,325,402,0019,480
854,Crimps,0,291,420,316,445,0019,480
854,Crimps,0,148,141,161,160,0019,480
854,Crimps,0,138,173,153,201,0019,480
854,Crimps,0,135,152,150,174,0019,480
854,Crimps,0,152,157,169,182,0019,480
854,Volumes,0,286,230,333,317,0019,480
854,Crimps,0,56,519,77,541,0019,480
854,Crimps,0,59,489,102,522,0019,480
854,Volumes,0,273,607,319,651,0020,480
854,Volumes,0,348,451,433,499,0020,480
854,Jugs,0,402,328,429,348,0020,480
854,Sloper,0,433,274,474,309,0020,480
854,Sloper,0,298,584,331,603,0020,480
854,Sloper,0,453,424,471,438,0020,480
854,Crimps,0,266,586,280,594,0020,480
854,Jugs,0,299,264,319,286,0020,480
854,Sloper,0,43,97,88,131,0020,480
854,Jugs,0,4,127,36,155,0020,480
854,Pinches,0,98,194,149,241,0020,480
854,Pinches,0,66,538,97,567,0020,480
854,Crimps,0,109,559,136,585,0020,480
854,Pinches,0,167,450,200,478,0020,480
854,Jugs,0,238,365,262,384,0020,480
854,Crimps,0,259,396,315,435,0020,480
854,Sloper,0,318,271,381,322,0020,480
854,Crimps,0,293,336,323,386,0020,480
854,Crimps,0,224,216,266,240,0020,480
854,Crimps,0,226,339,243,364,0020,480
854,Crimps,0,224,570,254,591,0020,480
854,Pinches,0,91,519,123,540,0020,480
854,Pinches,0,167,488,197,525,0020,480
854,Crimps,0,180,241,195,254,0020,480
854,Sloper,0,189,263,213,290,0020,480
854,Crimps,0,172,184,190,207,0020,480
854,Jugs,0,250,261,280,279,0020,480
854,Jugs,0,127,156,168,193,0020,480
854,Crimps,0,54,434,70,450,0020,480
854,Crimps,0,130,489,145,500,0020,480
854,Crimps,0,245,470,257,482,0020,480
854,Crimps,0,185,431,196,443,0020,480
854,Sloper,0,135,705,162,726,0020,480
854,Crimps,0,430,665,444,683,0020,480
854,Volumes,0,39,129,178,264,0020,480
854,Crimps,0,149,241,160,257,0020,480
600,Sloper,0,126,124,168,237,0021,480
600,Sloper,0,158,182,214,339,0021,480
600,Sloper,0,131,299,204,402,0021,480
600,Sloper,0,146,385,220,474,0021,480
600,Sloper,0,188,502,249,585,0021,480
600,Sloper,0,211,295,277,460,0021,480
600,Sloper,0,290,423,374,587,0021,480
600,Pinches,0,257,323,311,426,0021,480
600,Pinches,0,259,263,307,351,0021,480
600,Sloper,0,201,60,271,134,0021,480
600,Sloper,0,339,148,408,229,0021,480
600,Jugs,0,59,283,103,334,0021,480
600,Crimps,0,64,230,87,252,0021,480
600,Crimps,0,402,343,420,372,0021,480
600,Crimps,0,60,384,75,407,0021,480
600,Pinches,0,103,409,121,431,0021,480
600,Jugs,0,83,470,113,493,0021,480
600,Crimps,0,59,356,76,384,0021,480
600,Volumes,0,61,189,159,512,0021,480
600,Crimps,0,329,22,361,34,0022,480
600,Crimps,0,363,13,383,22,0022,480
600,Crimps,0,395,16,407,22,0022,480
600,Sloper,0,299,87,322,117,0022,480
600,Volumes,0,321,154,405,193,0022,480
600,Sloper,0,380,208,405,230,0022,480
600,Sloper,0,347,243,372,266,0022,480
600,Sloper,0,328,541,391,595,0022,480
600,Sloper,0,317,400,350,445,0022,480
600,Volumes,0,274,431,316,492,0022,480
600,Jugs,0,276,166,289,187,0022,480
600,Volumes,0,265,135,286,182,0022,480
600,Volumes,0,240,338,261,372,0022,480
600,Volumes,0,241,293,265,336,0022,480
600,Sloper,0,275,407,287,429,0022,480
600,Sloper,0,228,391,249,421,0022,480
600,Sloper,0,220,462,241,497,0022,480
600,Sloper,0,250,499,265,520,0022,480
600,Sloper,0,252,467,268,489,0022,480
600,Crimps,0,251,456,259,473,0022,480
600,Crimps,0,251,392,260,405,0022,480
600,Sloper,0,298,360,320,446,0022,480
600,Volumes,0,227,527,251,588,0022,480
600,Volumes,0,236,489,260,533,0022,480
600,Crimps,0,261,580,271,595,0022,480
600,Crimps,0,251,456,259,473,0022,480
600,Crimps,0,243,427,250,439,0022,480
600,Volumes,0,76,562,102,592,0022,480
600,Volumes,0,60,415,84,445,0022,480
600,Volumes,0,144,398,166,429,0022,480
600,Sloper,0,182,371,209,390,0022,480
600,Sloper,0,178,387,199,407,0022,480
600,Sloper,0,200,402,225,422,0022,480
600,Sloper,0,193,440,212,462,0022,480
600,Jugs,0,169,456,198,482,0022,480
600,Sloper,0,103,435,134,455,0022,480
600,Jugs,0,136,456,152,476,0022,480
600,Pinches,0,144,484,163,514,0022,480
600,Volumes,0,125,549,139,563,0022,480
600,Jugs,0,110,406,125,426,0022,480
600,Volumes,0,412,478,479,538,0023,480
600,Jugs,0,449,40,473,70,0023,480
600,Sloper,1,130,1,176,24,0023,480
600,Sloper,0,136,24,172,47,0023,480
600,Jugs,0,101,8,131,33,0023,480
600,Jugs,0,59,75,93,103,0023,480
600,Sloper,0,25,149,75,191,0023,480
600,Pinches,0,30,239,52,255,0023,480
600,Crimps,0,103,237,120,251,0023,480
600,Sloper,0,303,159,361,218,0023,480
600,Sloper,0,414,158,457,189,0023,480
600,Crimps,0,338,131,356,149,0023,480
600,Crimps,0,359,239,373,249,0023,480
600,Crimps,0,342,222,357,237,0023,480
600,Crimps,0,165,58,183,70,0023,480
600,Crimps,0,259,76,273,88,0023,480
600,Crimps,0,39,300,54,312,0023,480
600,Crimps,0,324,21,337,32,0023,480
600,Pinches,0,199,323,214,342,0023,480
600,Crimps,0,291,374,307,387,0023,480
600,Crimps,0,192,374,205,384,0023,480
600,Crimps,0,123,396,138,410,0023,480
600,Crimps,0,271,432,283,446,0023,480
600,Sloper,0,165,467,192,489,0023,480
600,Sloper,0,201,486,226,509,0023,480
600,Sloper,0,248,488,268,507,0023,480
600,Crimps,0,234,291,249,305,0023,480
480,Volumes,0,149,71,213,123,0024,480
480,Volumes,0,165,76,217,142,0024,480
480,Volumes,0,148,151,187,207,0024,480
480,Volumes,0,216,165,334,252,0024,480
480,Volumes,0,276,388,367,450,0024,480
480,Volumes,0,228,310,328,382,0024,480
600,Volumes,0,417,353,474,396,0025,480
600,Volumes,0,351,482,387,519,0025,480
600,Sloper,0,372,465,400,479,0025,480
600,Crimps,0,344,465,356,473,0025,480
600,Crimps,0,304,451,331,469,0025,480
600,Sloper,0,231,562,252,577,0025,480
600,Crimps,0,221,548,230,558,0025,480
600,Sloper,0,330,299,384,330,0025,480
600,Sloper,0,389,180,445,224,0025,480
600,Jugs,0,376,169,394,187,0025,480
600,Sloper,0,364,237,391,285,0025,480
600,Sloper,0,337,165,357,182,0025,480
600,Crimps,0,319,120,352,143,0025,480
600,Crimps,0,323,363,332,371,0025,480
600,Pinches,0,257,340,280,364,0025,480
600,Pinches,0,252,373,276,406,0025,480
600,Jugs,0,318,261,340,281,0025,480
600,Crimps,0,310,240,322,263,0025,480
600,Sloper,0,285,164,304,192,0025,480
600,Crimps,0,280,143,292,156,0025,480
600,Sloper,0,277,87,291,110,0025,480
600,Jugs,0,211,192,233,209,0025,480
600,Crimps,0,220,168,235,182,0025,480
600,Sloper,0,240,60,273,98,0025,480
600,Sloper,0,218,99,257,143,0025,480
600,Sloper,1,175,1,210,31,0025,480
600,Jugs,0,141,32,165,57,0025,480
600,Jugs,0,118,107,144,132,0025,480
600,Pinches,0,62,205,74,223,0025,480
600,Pinches,0,64,77,81,96,0025,480
600,Jugs,0,46,94,63,112,0025,480
600,Jugs,0,47,30,62,47,0025,480
600,Crimps,0,86,15,107,38,0025,480
600,Sloper,0,23,63,47,86,0025,480
600,Sloper,0,16,152,40,174,0025,480
600,Sloper,0,11,263,32,282,0025,480
600,Pinches,1,1,104,14,123,0025,480
600,Pinches,0,12,308,24,327,0025,480
600,Pinches,0,42,183,58,198,0025,480
600,Crimps,0,18,222,31,236,0025,480
600,Sloper,1,1,194,39,213,0025,480
600,Jugs,1,1,171,15,191,0025,480
600,Crimps,0,302,279,313,296,0025,480
600,Crimps,0,307,285,317,300,0025,480
600,Pinches,0,97,420,133,441,0025,480
600,Sloper,0,28,377,45,393,0025,480
600,Pinches,0,175,410,198,438,0025,480
600,Jugs,0,195,401,219,417,0025,480
600,Crimps,0,208,432,226,459,0025,480
600,Volumes,0,170,32,278,162,0025,480
600,Volumes,0,193,155,295,275,0025,480
600,Crimps,0,255,146,264,158,0025,480
600,Crimps,0,41,135,58,152,0025,480
600,Volumes,0,300,552,340,582,0026,480
600,Volumes,0,333,405,420,506,0026,480
600,Jugs,0,289,387,306,413,0026,480
600,Sloper,0,415,433,442,457,0026,480
600,Sloper,0,415,489,440,509,0026,480
600,Volumes,0,89,117,172,182,0026,480
600,Crimps,0,123,146,132,159,0026,480
600,Sloper,1,1,266,54,375,0026,480
600,Sloper,0,100,269,148,309,0026,480
600,Volumes,0,261,215,327,294,0026,480
600,Jugs,0,276,10,298,34,0026,480
600,Sloper,0,185,11,254,87,0026,480
600,Jugs,0,307,21,334,41,0026,480
600,Jugs,0,353,44,373,63,0026,480
600,Jugs,0,351,117,367,137,0026,480
600,Crimps,0,372,202,394,217,0026,480
600,Sloper,0,418,120,460,161,0026,480
600,Jugs,0,422,196,439,217,0026,480
600,Jugs,0,438,186,456,206,0026,480
600,Jugs,0,450,201,468,218,0026,480
600,Jugs,0,388,301,404,322,0026,480
600,Jugs,0,400,348,421,366,0026,480
600,Jugs,0,383,393,402,413,0026,480
600,Crimps,0,438,245,450,255,0026,480
600,Crimps,0,424,255,435,266,0026,480
600,Crimps,0,454,259,465,271,0026,480
600,Crimps,0,409,267,420,278,0026,480
600,Crimps,0,424,283,433,295,0026,480
600,Crimps,0,439,272,450,282,0026,480
600,Crimps,1,468,276,480,287,0026,480
600,Crimps,0,436,300,449,311,0026,480
600,Crimps,0,453,290,465,300,0026,480
600,Crimps,0,454,319,465,331,0026,480
600,Crimps,1,468,306,480,317,0026,480
600,Jugs,0,315,260,326,273,0026,480
600,Volumes,1,1,205,65,477,0026,480
600,Jugs,1,465,360,480,382,0026,480
600,Jugs,1,467,422,480,447,0026,480
480,Sloper,0,371,379,420,415,0027,480
480,Volumes,0,383,317,410,346,0027,480
480,Volumes,0,278,349,328,402,0027,480
480,Volumes,0,293,314,319,340,0027,480
480,Volumes,0,75,178,133,304,0027,480
480,Volumes,0,85,49,120,115,0027,480
480,Volumes,0,137,85,262,178,0027,480
480,Volumes,0,209,128,305,205,0027,480
480,Sloper,0,159,124,192,148,0027,480
480,Crimps,0,81,197,91,208,0027,480
480,Crimps,0,292,320,307,334,0027,480
480,Crimps,0,394,322,406,339,0027,480
480,Crimps,0,94,96,104,108,0027,480
480,Sloper,0,87,7,145,50,0027,480
480,Sloper,0,222,140,271,181,0027,480
480,Volumes,0,137,20,220,85,0028,480
480,Sloper,0,156,22,201,58,0028,480
480,Sloper,0,109,108,195,172,0028,480
480,Sloper,0,199,124,260,172,0028,480
480,Jugs,0,435,95,451,114,0028,480
480,Sloper,1,319,1,387,40,0028,480
480,Sloper,0,337,108,393,144,0028,480
480,Crimps,0,337,226,349,235,0028,480
480,Sloper,0,438,370,465,394,0028,480
480,Volumes,0,320,302,376,355,0028,480
480,Sloper,0,201,292,253,331,0028,480
480,Pinches,0,352,248,406,282,0028,480
480,Pinches,1,446,201,480,228,0028,480
480,Crimps,0,101,253,139,272,0028,480
480,Crimps,0,154,170,172,184,0028,480
480,Crimps,0,121,159,136,174,0028,480
480,Crimps,0,141,190,153,200,0028,480
480,Crimps,0,161,232,174,240,0028,480
480,Crimps,0,52,156,66,169,0028,480
480,Sloper,0,43,78,63,97,0028,480
480,Crimps,0,65,19,78,32,0028,480
480,Crimps,0,77,23,89,35,0028,480
480,Sloper,0,421,215,432,229,0028,480
480,Jugs,1,458,6,480,32,0028,480
874,Pinches,0,336,109,372,137,0029,480
874,Sloper,0,226,73,344,156,0029,480
874,Sloper,0,352,57,411,112,0029,480
874,Sloper,0,385,150,448,209,0029,480
874,Sloper,0,405,205,459,258,0029,480
874,Crimps,0,457,259,478,273,0029,480
874,Sloper,0,373,276,463,322,0029,480
874,Sloper,0,412,329,463,373,0029,480
874,Sloper,0,383,378,462,422,0029,480
874,Sloper,0,319,448,409,481,0029,480
874,Sloper,0,372,458,423,488,0029,480
874,Sloper,0,401,493,454,528,0029,480
874,Sloper,0,427,451,460,470,0029,480
874,Sloper,0,442,462,479,497,0029,480
874,Volumes,0,310,366,397,438,0029,480
874,Jugs,0,326,542,352,561,0029,480
874,Jugs,0,314,336,349,367,0029,480
874,Jugs,0,263,206,304,232,0029,480
874,Jugs,0,285,237,322,272,0029,480
874,Jugs,0,256,274,293,305,0029,480
874,Pinches,0,113,267,130,294,0029,480
874,Jugs,0,87,236,120,260,0029,480
874,Jugs,0,96,199,123,224,0029,480
874,Sloper,0,130,154,173,195,0029,480
874,Sloper,0,181,306,259,361,0029,480
874,Sloper,0,38,270,89,340,0029,480
874,Volumes,1,1,390,58,454,0029,480
874,Volumes,0,54,473,117,532,0029,480
874,Volumes,0,171,394,253,464,0029,480
874,Sloper,0,252,551,307,588,0029,480
874,Sloper,0,183,521,274,583,0029,480
874,Sloper,0,67,154,88,172,0029,480
874,Sloper,0,45,96,63,112,0029,480
874,Crimps,0,207,69,229,86,0029,480
874,Jugs,0,72,132,97,154,0029,480
874,Jugs,0,62,122,85,141,0029,480
874,Jugs,0,75,93,99,111,0029,480
874,Jugs,0,115,63,142,80,0029,480
874,Sloper,0,333,21,368,43,0029,480
874,Jugs,0,367,476,390,498,0029,480
874,Jugs,0,96,548,120,566,0029,480
874,Crimps,0,139,540,156,552,0029,480
874,Sloper,0,48,627,90,647,0029,480
874,Jugs,0,73,403,101,423,0029,480
874,Jugs,0,100,579,125,594,0029,480
874,Jugs,0,134,488,157,507,0029,480
874,Jugs,0,295,457,310,472,0029,480
874,Pinches,0,417,548,432,575,0029,480
874,Pinches,0,438,548,457,576,0029,480
874,Pinches,1,463,534,480,571,0029,480
874,Jugs,0,328,475,355,496,0029,480
874,Jugs,0,360,519,385,538,0029,480
874,Jugs,0,387,509,412,529,0029,480
874,Jugs,0,325,567,352,588,0029,480
854,Crimps,0,338,461,352,482,0030,480
854,Crimps,0,234,107,246,134,0030,480
854,Crimps,0,234,156,253,178,0030,480
854,Volumes,1,1,177,67,239,0030,480
854,Crimps,0,373,282,385,294,0030,480
854,Volumes,0,243,311,303,371,0030,480
854,Crimps,0,442,227,477,258,0030,480
854,Sloper,0,109,40,140,84,0030,480
854,Volumes,0,181,74,256,179,0030,480
854,Crimps,0,334,33,367,58,0030,480
854,Crimps,0,346,23,372,39,0030,480
854,Volumes,0,260,331,299,418,0031,480
854,Volumes,0,175,377,215,416,0031,480
854,Sloper,0,199,654,221,674,0031,480
854,Sloper,0,383,629,406,651,0031,480
854,Sloper,0,429,558,450,579,0031,480
854,Crimps,0,48,264,72,290,0031,480
854,Sloper,0,454,344,479,369,0031,480
854,Sloper,0,445,202,467,222,0031,480
854,Sloper,0,445,177,467,199,0031,480
854,Sloper,0,366,266,384,285,0031,480
854,Sloper,0,394,373,413,391,0031,480
854,Sloper,0,225,517,240,530,0031,480
854,Sloper,0,376,488,397,506,0031,480
854,Sloper,0,423,444,438,457,0031,480
854,Crimps,0,274,196,293,214,0031,480
854,Sloper,0,14,622,94,685,0031,480
854,Jugs,0,106,159,139,181,0031,480
854,Crimps,0,114,228,141,244,0031,480
854,Crimps,0,117,304,154,341,0031,480
854,Crimps,0,63,340,117,394,0031,480
854,Crimps,0,128,427,154,443,0031,480
854,Sloper,0,163,285,202,318,0031,480
854,Jugs,0,159,487,210,516,0031,480
854,Sloper,0,158,137,203,168,0031,480
854,Sloper,0,178,181,225,216,0031,480
854,Crimps,0,157,403,178,421,0031,480
854,Crimps,0,160,365,191,396,0031,480
854,Crimps,0,21,481,34,493,0031,480
854,Crimps,0,239,447,265,467,0031,480
854,Crimps,0,262,632,293,648,0031,480
854,Crimps,0,361,586,378,598,0031,480
854,Crimps,0,352,487,376,510,0031,480
854,Crimps,0,353,511,379,534,0031,480
854,Crimps,0,232,253,262,279,0031,480
854,Crimps,0,350,394,373,415,0031,480
480,Crimps,0,41,149,69,172,0032,854
480,Pinches,0,32,243,61,264,0032,854
480,Sloper,0,48,391,76,415,0032,854
480,Crimps,0,27,346,51,358,0032,854
480,Sloper,0,110,316,135,338,0032,854
480,Sloper,0,63,245,84,263,0032,854
480,Sloper,0,74,31,93,49,0032,854
480,Sloper,0,96,136,115,151,0032,854
480,Sloper,0,192,65,211,85,0032,854
480,Sloper,0,162,118,184,139,0032,854
480,Sloper,0,32,267,61,291,0032,854
480,Sloper,0,120,205,135,219,0032,854
480,Sloper,0,226,106,242,121,0032,854
480,Crimps,0,209,119,223,133,0032,854
480,Jugs,0,188,228,238,277,0032,854
480,Sloper,0,177,396,231,430,0032,854
480,Sloper,0,287,363,330,408,0032,854
480,Sloper,0,354,354,407,391,0032,854
480,Sloper,0,219,2,232,15,0032,854
480,Sloper,0,246,22,259,34,0032,854
480,Crimps,0,305,174,325,190,0032,854
480,Crimps,0,307,79,321,84,0032,854
480,Crimps,0,422,47,442,58,0032,854
480,Sloper,0,376,217,435,281,0032,854
480,Sloper,0,381,267,447,322,0032,854
480,Sloper,0,446,177,480,208,0032,854
480,Sloper,0,469,241,519,283,0032,854
480,Pinches,0,478,55,532,109,0032,854
480,Sloper,0,418,52,481,121,0032,854
480,Sloper,0,551,73,585,145,0032,854
480,Volumes,0,591,91,679,166,0032,854
480,Volumes,0,643,182,729,254,0032,854
480,Sloper,0,494,334,544,369,0032,854
480,Sloper,0,548,374,578,397,0032,854
480,Jugs,0,761,26,798,53,0032,854
480,Jugs,0,719,97,751,124,0032,854
480,Jugs,0,774,97,795,118,0032,854
480,Jugs,0,735,197,760,220,0032,854
480,Crimps,0,643,147,661,165,0032,854
480,Jugs,0,651,278,680,300,0032,854
480,Sloper,0,674,255,765,323,0032,854
480,Sloper,0,693,299,738,333,0032,854
480,Jugs,0,747,288,766,304,0032,854
480,Jugs,0,798,256,820,274,0032,854
480,Jugs,0,828,247,850,263,0032,854
480,Pinches,0,788,292,805,321,0032,854
480,Pinches,0,831,288,848,314,0032,854
480,Jugs,0,621,316,653,332,0032,854
480,Crimps,0,821,135,839,153,0032,854
854,Crimps,0,418,126,442,140,0033,480
854,Crimps,0,244,140,264,159,0033,480
854,Crimps,0,229,171,255,189,0033,480
854,Crimps,0,202,285,228,309,0033,480
854,Pockets,0,117,334,138,361,0033,480
854,Pockets,0,146,126,178,160,0033,480
854,Volumes,0,130,436,252,537,0033,480
854,Pinches,0,292,111,361,196,0033,480
854,Pinches,0,325,202,400,316,0033,480
854,Pinches,0,112,270,186,335,0033,480
854,Sloper,0,331,540,413,615,0033,480
854,Crimps,0,349,509,384,536,0033,480
854,Crimps,0,443,573,461,586,0033,480
854,Sloper,0,222,616,256,644,0033,480
854,Crimps,0,128,47,161,89,0033,480
854,Jugs,0,70,35,92,54,0033,480
854,Jugs,0,92,36,120,60,0033,480
854,Crimps,0,126,398,144,420,0033,480
854,Crimps,0,137,374,155,396,0033,480
854,Crimps,0,111,381,129,406,0033,480
854,Sloper,0,99,616,122,643,0033,480
854,Crimps,0,331,484,385,559,0034,480
854,Jugs,0,41,102,80,139,0034,480
854,Jugs,0,148,148,187,186,0034,480
854,Jugs,0,135,18,183,72,0034,480
854,Jugs,0,124,256,155,286,0034,480
854,Jugs,0,89,321,127,355,0034,480
854,Jugs,0,3,380,46,410,0034,480
854,Pinches,0,70,13,120,80,0034,480
854,Pinches,0,282,65,349,113,0034,480
854,Crimps,0,380,99,403,120,0034,480
854,Crimps,0,199,295,215,318,0034,480
854,Crimps,0,331,229,361,255,0034,480
854,Pinches,0,293,279,323,336,0034,480
854,Sloper,0,187,151,214,175,0034,480
854,Sloper,0,360,165,408,216,0034,480
854,Crimps,0,407,174,443,212,0034,480
854,Sloper,0,109,606,140,634,0034,480
854,Jugs,0,135,420,162,448,0034,480
854,Crimps,0,107,418,128,435,0034,480
854,Crimps,0,84,503,105,519,0034,480
854,Crimps,0,171,510,192,524,0034,480
854,Crimps,0,141,559,166,580,0034,480
854,Crimps,0,198,473,228,507,0034,480
854,Pinches,0,416,536,461,569,0035,480
854,Pinches,0,419,453,443,479,0035,480
854,Sloper,0,428,338,464,383,0035,480
854,Crimps,0,385,382,414,404,0035,480
854,Crimps,0,368,357,398,382,0035,480
854,Crimps,0,396,241,423,267,0035,480
854,Crimps,0,316,276,334,300,0035,480
854,Crimps,0,214,257,232,279,0035,480
854,Crimps,0,240,143,271,162,0035,480
854,Crimps,0,337,106,358,124,0035,480
854,Crimps,0,411,99,435,120,0035,480
854,Crimps,0,457,102,479,124,0035,480
854,Pinches,0,52,276,79,306,0035,480
854,Pinches,0,151,303,185,325,0035,480
854,Pinches,0,115,451,148,481,0035,480
854,Pinches,0,162,399,184,435,0035,480
854,Jugs,0,113,169,133,192,0035,480
854,Jugs,0,97,261,118,281,0035,480
854,Pinches,0,151,303,185,325,0035,480
854,Jugs,0,83,277,106,305,0035,480
854,Jugs,0,91,339,112,360,0035,480
854,Jugs,0,79,391,100,406,0035,480
854,Jugs,0,65,425,86,443,0035,480
854,Jugs,0,22,451,46,468,0035,480
854,Crimps,0,144,158,172,176,0035,480
854,Crimps,0,189,513,222,556,0035,480
854,Jugs,0,3,549,28,569,0035,480
854,Crimps,0,118,410,127,422,0035,480
854,Jugs,0,39,318,63,335,0035,480
854,Sloper,0,76,575,97,592,0035,480
854,Jugs,0,88,474,104,489,0035,480
854,Jugs,0,14,483,35,497,0035,480
854,Jugs,0,131,253,154,269,0035,480
854,Crimps,0,289,428,307,450,0035,480
854,Crimps,0,290,483,307,495,0035,480
854,Sloper,0,196,348,220,378,0035,480
854,Sloper,0,219,356,236,374,0035,480
854,Jugs,0,77,226,94,251,0035,480
854,Jugs,1,1,208,24,230,0035,480
854,Jugs,0,23,158,44,180,0035,480
854,Jugs,0,63,146,85,164,0035,480
854,Crimps,0,48,217,73,234,0035,480
854,Crimps,0,368,433,382,449,0035,480
854,Sloper,0,123,503,140,526,0035,480
854,Sloper,0,102,577,133,601,0035,480
854,Pinches,1,1,502,19,515,0035,480
480,Jugs,0,381,34,410,69,0036,854
480,Pinches,0,436,105,473,159,0036,854
480,Pinches,0,478,201,513,234,0036,854
480,Pinches,0,343,4,425,51,0036,854
480,Sloper,0,356,252,397,283,0036,854
480,Sloper,0,444,21,478,72,0036,854
480,Pinches,0,687,293,774,338,0036,854
480,Sloper,0,105,187,148,229,0036,854
480,Sloper,0,208,177,322,273,0036,854
480,Sloper,0,198,236,296,304,0036,854
480,Pinches,0,297,266,360,307,0036,854
480,Pinches,0,396,309,486,370,0036,854
480,Sloper,0,573,381,605,430,0036,854
480,Pinches,1,1,67,51,139,0036,854
480,Volumes,0,483,157,645,429,0036,854
480,Volumes,0,554,13,695,209,0036,854
480,Volumes,1,599,1,698,66,0036,854
480,Jugs,0,769,31,792,61,0036,854
480,Jugs,0,755,86,780,109,0036,854
480,Jugs,0,799,164,822,188,0036,854
480,Jugs,0,801,201,829,228,0036,854
480,Jugs,0,775,319,797,346,0036,854
480,Sloper,0,764,398,785,416,0036,854
480,Volumes,1,1,256,80,389,0036,854
480,Sloper,1,826,31,854,71,0036,854
480,Volumes,0,311,201,359,234,0037,480
480,Volumes,0,180,320,258,377,0037,480
480,Volumes,0,59,292,98,329,0037,480
480,Volumes,0,109,238,143,273,0037,480
480,Volumes,0,37,220,110,292,0037,480
480,Crimps,0,131,151,143,165,0037,480
480,Volumes,1,1,87,27,122,0037,480
480,Sloper,0,40,87,54,101,0037,480
480,Volumes,1,183,1,241,51,0038,480
480,Volumes,0,69,77,96,135,0038,480
480,Volumes,0,47,240,81,291,0038,480
480,Volumes,0,99,265,165,343,0038,480
480,Sloper,0,246,367,328,429,0038,480
480,Sloper,0,381,374,406,391,0038,480
480,Crimps,0,333,269,351,281,0038,480
480,Crimps,0,356,222,375,240,0038,480
480,Crimps,0,253,231,266,243,0038,480
480,Crimps,0,327,197,358,230,0038,480
480,Sloper,0,279,34,301,56,0038,480
480,Volumes,0,390,135,429,175,0038,480
480,Crimps,0,375,103,386,113,0038,480
480,Volumes,0,285,343,364,448,0039,480
480,Sloper,0,397,331,446,394,0039,480
480,Sloper,0,316,249,367,348,0039,480
480,Sloper,1,431,183,480,240,0039,480
480,Sloper,0,344,24,412,84,0039,480
480,Sloper,0,68,312,157,367,0039,480
480,Sloper,0,157,283,198,338,0039,480
480,Sloper,0,184,205,246,295,0039,480
480,Sloper,0,239,233,301,344,0039,480
480,Sloper,0,229,172,277,257,0039,480
480,Sloper,0,230,81,304,184,0039,480
480,Volumes,0,287,9,424,150,0039,480
480,Volumes,0,135,256,265,376,0039,480
480,Volumes,0,100,169,143,208,0039,480
480,Sloper,1,1,52,45,88,0039,480
480,Sloper,1,1,1,42,57,0039,480
480,Sloper,0,451,320,467,346,0039,480
480,Sloper,0,40,83,74,116,0040,854
480,Sloper,0,31,127,64,154,0040,854
480,Sloper,1,1,178,34,205,0040,854
480,Sloper,1,1,273,26,309,0040,854
480,Sloper,0,88,274,126,313,0040,854
480,Sloper,0,226,102,250,123,0040,854
480,Sloper,0,182,213,203,237,0040,854
480,Sloper,0,106,175,120,188,0040,854
480,Sloper,0,109,3,137,31,0040,854
480,Sloper,0,130,120,144,135,0040,854
480,Volumes,1,187,1,218,78,0040,854
480,Sloper,0,181,97,195,113,0040,854
480,Sloper,0,115,80,126,91,0040,854
480,Sloper,0,146,66,161,82,0040,854
480,Volumes,0,155,231,198,300,0040,854
480,Sloper,0,232,373,277,413,0040,854
480,Sloper,0,169,443,198,466,0040,854
480,Crimps,0,205,335,225,356,0040,854
480,Jugs,0,178,70,194,92,0040,854
480,Volumes,0,221,262,309,369,0040,854
480,Sloper,1,419,408,540,480,0040,854
480,Volumes,0,732,46,794,149,0040,854
480,Volumes,0,631,99,682,148,0040,854
480,Crimps,0,551,272,573,293,0040,854
480,Sloper,0,621,424,659,451,0040,854
480,Sloper,0,710,272,733,293,0040,854
480,Jugs,0,620,236,687,271,0040,854
480,Jugs,0,498,45,563,117,0040,854
480,Jugs,0,558,5,606,52,0040,854
480,Jugs,1,612,1,655,25,0040,854
480,Crimps,0,588,366,617,381,0040,854
480,Crimps,0,573,151,607,176,0040,854
480,Crimps,0,520,214,554,232,0040,854
480,Crimps,0,583,211,608,234,0040,854
480,Crimps,0,368,86,406,136,0040,854
480,Sloper,0,610,125,635,149,0040,854
480,Sloper,0,722,185,756,212,0040,854
480,Sloper,0,612,79,649,118,0040,854
